x,y,z,x,y,z
21.227,-112.995,-222.81,18.222566144738693,-106.18243937900168,-253.0859402803505
-111.184,-44.32,-226.476,-104.3087529988738,-43.377461008803095,-255.4626857116133
-42.361,-0.431,-202.803,-38.76340093371523,-2.9659011442563226,-234.6698236438621
-61.759,20.958,-216.126,-55.95017168854464,16.238582365825202,-246.8363669134988
-11.452,54.636,-193.49,-9.4821929730388,47.05589954450863,-227.5654192200475
-56.365,-7.004,-196.857,-51.27104474628158,-9.1586975443919,-229.42434568618933
2.651,-45.398,-213.582,1.948258073646812,-44.26096929298408,-243.74699332720687
12.711,7.034,-223.07,11.397626447962308,2.545860245338373,-252.8591960739041
-88.452,22.652,-202.723,-79.91041115942875,17.60503339196374,-235.20648255934265
15.054,-75.213,-191.702,13.28262907318446,-70.70811332090041,-224.88802570404505
-112.457,-27.906,-220.002,-104.4939435207219,-28.744775216698788,-249.6254439845501
54.944,88.902,-209.496,50.430425545578885,78.15283692195648,-243.01777923351003
-1.296,-99.331,-214.834,-2.421427746485409,-92.96913466882896,-245.22674923704136
-25.638,-30.621,-236.862,-24.336982176518145,-31.06332672482588,-264.7594204272415
-68.836,34.946,-221.534,-62.0924717515885,29.22871908174603,-252.13197538063665
73.99,-54.778,-229.006,67.77685650190456,-56.04715275255052,-258.25572471311983
-11.734,-56.233,-227.361,-11.671070450613126,-54.15596984773241,-255.9796357060967
46.066,102.685,-211.389,42.400830870890125,91.71736777782549,-244.6369632935847
-21.37,-120.003,-200.871,-21.99869942172244,-110.7072369755348,-233.1532025621495
-47.887,17.647,-191.758,-43.25839153674645,13.167613491296065,-225.58513768434364
-42.768,-109.818,-207.869,-42.1313267761898,-101.31702415496063,-238.96440605114148
76.67,8.526,-223.812,69.75216941656939,1.3029598103083269,-254.65761160809345
81.583,63.191,-206.104,74.37853019619624,52.57155270667487,-240.31068899858028
44.318,-50.772,-210.125,40.52533781355833,-50.65652104144012,-240.79373739970484
78.555,19.8,-221.061,71.6453352906459,11.842502925118277,-252.50263599238448
-35.308,-52.205,-200.193,-33.37476334560273,-49.667964297171785,-231.8261119487209
65.813,-51.325,-194.988,60.33810909690708,-51.51706174473786,-227.75665606331395
20.286,51.677,-206.487,18.930866004632907,43.51291200333616,-239.0303998486598
68.795,20.377,-221.815,62.74864352965336,13.093120520820497,-252.9567222608431
-48.907,-3.552,-215.565,-44.47447222462468,-6.1878825029964695,-245.80874378156287
25.696,-100.114,-198.322,23.06492773448249,-93.63642984448806,-230.69649024257447
-44.235,33.064,-193.657,-39.49290894804171,27.31568051261088,-227.4504007849681
110.673,-47.929,-222.903,102.0120536299768,-52.34181982627539,-253.34191320803603
-4.746,100.74,-201.644,-2.602934440507992,90.605302217369,-234.9838960097709
18.752,-78.399,-205.034,16.54851345104004,-73.97104169575476,-236.4077558506696
-92.438,55.271,-222.025,-83.14711651858377,48.29827317263601,-253.8045286713449
-28.967,-9.177,-217.158,-26.36821339270889,-11.23502634499576,-247.08797134139652
97.717,68.62,-193.726,89.28053684995292,57.20096161667227,-229.893497926346
-11.764,110.489,-198.343,-8.504368114365263,100.15616114007916,-232.02214257108852
