orig_x,orig_y,orig_z,comp_x,comp_y,comp_z
59.1927,-80.0788,-220.7855,62.6874,-86.4222,-223.032
25.6211,44.7187,-206.7711,28.7234,48.6162,-206.4902
74.4821,-23.9858,-200.1905,80.7417,-25.1308,-200.1403
-58.6725,-8.8923,-200.6195,-63.1493,-9.7308,-199.4038
87.1578,-15.9861,-238.2764,93.7796,-15.2056,-241.0987
-46.6693,81.894,-195.0412,-51.0601,87.205,-192.5114
-80.6032,-38.0676,-211.7631,-86.3266,-41.1951,-212.0829
74.7065,-17.0284,-198.0986,81.1167,-17.5563,-197.6396
-46.0682,13.4676,-234.6476,-49.8433,14.7462,-237.0666
-40.3384,-35.507,-231.2955,-43.5551,-38.613,-233.8432
41.1924,90.4572,-211.846,46.083,96.5861,-211.4633
-72.9668,37.4861,-191.7565,-78.8338,40.4992,-188.8942
-38.4895,48.4528,-229.8518,-41.9988,52.0782,-231.3902
64.8248,-43.2054,-222.5392,69.6948,-45.9405,-225.0243
-20.5791,9.7162,-226.1988,-22.2198,10.8963,-228.2605
82.7581,14.3,-232.6613,89.8327,17.0784,-234.5614
35.7719,44.9986,-200.5224,39.8529,48.9205,-199.3505
-41.6271,-32.9528,-192.4715,-44.6375,-36.5548,-190.3843
55.4388,-70.7424,-203.7451,59.0189,-76.9646,-204.3645
15.8836,61.0472,-211.4638,18.0169,65.8684,-211.6303
-56.4648,-13.2711,-217.0714,-60.917,-14.2508,-217.9869
37.9255,-90.8352,-192.3634,39.6935,-99.3865,-191.2689
17.0812,68.9579,-209.4991,19.389,74.1817,-209.3641
-39.7928,-65.0604,-192.4526,-42.3795,-71.9953,-190.5374
73.6424,43.1229,-234.0565,80.4645,47.3529,-235.5012
-0.2574,30.1728,-231.4107,-0.1007,32.8173,-233.9447
-22.4901,4.0436,-213.8367,-24.1258,4.6405,-214.5314
43.9112,29.9526,-218.7477,48.4844,32.9422,-219.9815
9.7349,64.8769,-235.0509,10.8674,69.4881,-237.1914
-8.6039,-72.6414,-209.0893,-9.3937,-80.1437,-209.3929
-33.5731,73.3235,-197.3032,-36.6404,78.392,-195.2671
91.815,15.6914,-193.6032,99.8462,18.5293,-191.9269
-3.1748,-85.8375,-207.2303,-3.6727,-94.5043,-207.2524
-73.5602,-42.3121,-219.3255,-78.8116,-45.8416,-220.4243
62.9349,56.0604,-234.6421,69.0718,60.7235,-236.0762
-9.5717,97.8166,-207.9097,-10.3941,103.9026,-207.2909
-46.9413,-37.6226,-214.4468,-50.509,-41.2882,-215.2929
1.6223,79.5015,-194.8432,2.2978,85.0436,-192.8823
59.7702,55.7655,-200.6687,66.114,60.5975,-199.224
-33.1689,-52.7095,-195.0861,-35.4833,-58.4166,-193.4446
-32.1886,-72.8786,-220.8458,-34.4175,-80.011,-222.1782
-16.204,-10.0426,-207.5108,-17.2058,-11.1453,-207.5291
12.3368,-42.8621,-228.4654,13.1393,-46.853,-231.2555
-83.7313,43.1387,-236.5348,-90.8969,46.5616,-236.9032
14.372,94.7397,-221.989,16.088,100.7763,-222.6543
35.3961,23.1502,-225.7518,38.9976,25.4489,-227.8743
50.6976,39.9801,-198.4398,56.059,43.6807,-196.9935
-18.9236,46.2946,-206.1189,-20.4197,50.0989,-205.549
5.7231,-84.7826,-202.9692,5.7402,-93.3454,-202.6085
-62.29,9.47,-226.3974,-67.4121,10.6476,-227.7622
-38.8038,73.167,-236.9884,-42.6697,77.806,-238.334
35.5876,-28.0121,-226.9816,38.5117,-30.2321,-229.7607
-64.2974,-5.2498,-205.5587,-69.2809,-5.548,-204.9383
-64.3954,-22.0129,-218.0143,-69.3662,-23.7179,-219.0046
-78.8378,28.1088,-221.7468,-85.5185,30.8771,-221.7845
-15.1033,-40.3322,-214.3122,-16.3147,-44.5548,-215.3833
2.6729,-9.164,-204.1884,3.0683,-10.5121,-203.951
22.6597,6.5854,-202.3079,25.0777,7.3219,-201.8313
-17.2381,9.1774,-239.7209,-18.6794,10.2659,-242.9764
-40.9928,21.0871,-191.6324,-44.2238,22.7606,-189.0992
-7.8897,-53.3158,-219.7671,-8.6554,-58.6747,-221.4725
9.337,93.3594,-223.547,10.4527,99.3047,-224.3522
-4.3841,25.5891,-223.9072,-4.6093,28.0283,-225.7794
-60.7719,-44.5244,-238.8235,-65.1856,-47.9696,-241.4967
-9.1444,-39.1089,-194.401,-9.7939,-43.5259,-192.7188
-1.9496,-13.0721,-218.5987,-1.9983,-14.6006,-220.2469
19.3739,-57.7154,-226.9026,20.497,-62.9622,-229.5132
-27.9142,15.425,-232.7238,-30.1964,16.9296,-235.2748
-46.3573,-30.1587,-218.2447,-49.9762,-32.9578,-219.5031
-22.1294,38.4777,-215.8432,-23.9524,41.7625,-216.5252
64.5788,-44.132,-232.7406,69.2112,-46.6417,-235.9014
-43.8287,51.1584,-235.9254,-47.8412,54.7837,-237.6766
12.58,75.2572,-223.0651,14.1719,80.5966,-224.1512
99.2779,-5.2403,-223.9056,107.3235,-3.2018,-225.4022
50.1881,34.6412,-227.6786,55.1899,37.9622,-229.4818
-25.1025,41.639,-224.8567,-27.2689,45.0017,-226.3927
20.2905,39.3086,-199.3644,22.8181,42.7536,-198.0794
-78.0702,-20.7025,-211.8529,-83.9447,-22.1115,-212.027
-72.0169,-29.977,-190.6592,-77.0621,-32.9593,-188.4679
-48.8467,53.7671,-216.1156,-53.381,57.887,-216.0725
-39.8183,57.1616,-205.4781,-43.42,61.4899,-204.4448
-51.3327,24.5633,-227.6975,-55.6807,26.7592,-229.2107
-7.8876,91.5011,-204.7135,-8.4152,97.4368,-203.8293
73.4924,60.8106,-197.6842,80.9141,66.0425,-195.7253
63.8,-66.784,-222.2902,67.957,-71.7062,-224.7772
-26.8261,87.7104,-211.3496,-29.573,93.3535,-210.8783
-13.5169,-16.4575,-203.9022,-14.3425,-18.4086,-203.4447
-62.4353,-54.1541,-220.0773,-66.7741,-59.0995,-221.3366
-55.6294,44.1503,-216.1859,-60.6172,47.7506,-216.1447
-29.0131,-3.9739,-194.8112,-31.0966,-4.5559,-192.9213
